Invoice,StockCode,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount,Month,Description_ASSORTED COLOUR BIRD ORNAMENT,Description_CREAM HANGING HEART T-LIGHT HOLDER,Description_JUMBO BAG RED RETROSPOT,Description_LUNCH BAG  BLACK SKULL.,Description_LUNCH BAG RED RETROSPOT,Description_PARTY BUNTING,Description_POPCORN HOLDER,Description_REGENCY CAKESTAND 3 TIER,Description_SET OF 3 CAKE TINS PANTRY DESIGN 
559170,85099B,3,2011-07-06 17:31:00,2.08,u16942,United Kingdom,6.24,7,0,0,1,0,0,0,0,0,0
559171,47566,4,2011-07-07 08:21:00,4.95,u17651,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559171,20725,10,2011-07-07 08:21:00,1.65,u17651,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559171,20727,10,2011-07-07 08:21:00,1.65,u17651,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559200,84879,16,2011-07-07 10:36:00,1.69,u13291,United Kingdom,27.04,7,1,0,0,0,0,0,0,0,0
559200,20727,10,2011-07-07 10:36:00,1.65,u13291,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559200,22720,2,2011-07-07 10:36:00,4.95,u13291,United Kingdom,9.9,7,0,0,0,0,0,0,0,0,1
559202,21212,24,2011-07-07 10:40:00,0.55,u13583,United Kingdom,13.200000000000001,7,0,0,0,0,0,0,0,0,0
559202,22720,3,2011-07-07 10:40:00,4.95,u13583,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
559202,22197,12,2011-07-07 10:40:00,0.85,u13583,United Kingdom,10.2,7,0,0,0,0,0,0,1,0,0
559254,22720,3,2011-07-07 11:56:00,4.95,u16814,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
559256,20727,20,2011-07-07 12:10:00,1.65,u15249,United Kingdom,33.0,7,0,0,0,1,0,0,0,0,0
559289,85099B,12,2011-07-07 12:22:00,2.08,u15719,United Kingdom,24.96,7,0,0,1,0,0,0,0,0,0
559289,20727,3,2011-07-07 12:22:00,1.65,u15719,United Kingdom,4.949999999999999,7,0,0,0,1,0,0,0,0,0
559289,47566,3,2011-07-07 12:22:00,4.95,u15719,United Kingdom,14.850000000000001,7,0,0,0,0,0,1,0,0,0
559297,21212,12,2011-07-07 12:36:00,0.55,u16743,United Kingdom,6.6000000000000005,7,0,0,0,0,0,0,0,0,0
559299,85099B,10,2011-07-07 12:39:00,2.08,u16929,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559299,20727,10,2011-07-07 12:39:00,1.65,u16929,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559301,84879,8,2011-07-07 12:41:00,1.69,u13842,United Kingdom,13.52,7,1,0,0,0,0,0,0,0,0
559308,20727,10,2011-07-07 13:05:00,1.65,u13158,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559308,22197,12,2011-07-07 13:05:00,0.85,u13158,United Kingdom,10.2,7,0,0,0,0,0,0,1,0,0
559311,85099B,20,2011-07-07 13:35:00,1.95,u14459,United Kingdom,39.0,7,0,0,1,0,0,0,0,0,0
559327,85123A,4,2011-07-07 15:21:00,2.95,u13681,United Kingdom,11.8,7,0,1,0,0,0,0,0,0,0
559329,21212,24,2011-07-07 15:41:00,0.55,u15241,United Kingdom,13.200000000000001,7,0,0,0,0,0,0,0,0,0
559331,22720,6,2011-07-07 15:45:00,4.95,u16156,United Kingdom,29.700000000000003,7,0,0,0,0,0,0,0,0,1
559331,85099B,10,2011-07-07 15:45:00,2.08,u16156,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559336,47566,2,2011-07-07 16:17:00,4.95,u17315,United Kingdom,9.9,7,0,0,0,0,0,1,0,0,0
559341,85099B,10,2011-07-07 16:56:00,2.08,u15144,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559342,84879,16,2011-07-07 16:59:00,1.69,u14493,United Kingdom,27.04,7,1,0,0,0,0,0,0,0,0
559346,84879,8,2011-07-07 17:19:00,1.69,u13486,United Kingdom,13.52,7,1,0,0,0,0,0,0,0,0
559350,22197,24,2011-07-07 17:35:00,0.85,u16842,United Kingdom,20.4,7,0,0,0,0,0,0,1,0,0
559350,84879,16,2011-07-07 17:35:00,1.69,u16842,United Kingdom,27.04,7,1,0,0,0,0,0,0,0,0
559352,85123A,4,2011-07-07 17:47:00,2.95,u17837,United Kingdom,11.8,7,0,1,0,0,0,0,0,0,0
559354,47566,4,2011-07-07 18:02:00,4.95,u16012,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559356,85123A,6,2011-07-07 18:29:00,2.95,u15416,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
559358,85123A,6,2011-07-07 19:14:00,2.95,u15675,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
559358,47566,4,2011-07-07 19:14:00,4.95,u15675,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559360,22720,3,2011-07-07 19:54:00,4.95,u14657,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
559363,47566,4,2011-07-08 08:45:00,4.95,u16091,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559364,85099B,10,2011-07-08 08:48:00,2.08,u17735,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559364,20725,10,2011-07-08 08:48:00,1.65,u17735,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559364,20727,10,2011-07-08 08:48:00,1.65,u17735,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559366,22197,24,2011-07-08 09:03:00,0.85,u13102,United Kingdom,20.4,7,0,0,0,0,0,0,1,0,0
559368,85099B,10,2011-07-08 09:38:00,2.08,u17031,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559368,20725,10,2011-07-08 09:38:00,1.65,u17031,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559368,20727,10,2011-07-08 09:38:00,1.65,u17031,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559367,84879,16,2011-07-08 09:38:00,1.69,u13013,United Kingdom,27.04,7,1,0,0,0,0,0,0,0,0
559370,47566,4,2011-07-08 10:01:00,4.95,u17042,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559371,47566,4,2011-07-08 10:20:00,4.95,u14264,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559401,85099B,10,2011-07-08 10:49:00,2.08,u15039,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559420,84879,8,2011-07-08 11:52:00,1.69,u17663,United Kingdom,13.52,7,1,0,0,0,0,0,0,0,0
559457,85123A,12,2011-07-08 12:50:00,2.95,u14918,United Kingdom,35.400000000000006,7,0,1,0,0,0,0,0,0,0
559469,84879,8,2011-07-08 13:37:00,1.69,u15182,United Kingdom,13.52,7,1,0,0,0,0,0,0,0,0
559469,47566,4,2011-07-08 13:37:00,4.95,u15182,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559505,47566,4,2011-07-08 15:16:00,4.95,u16398,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559510,20725,10,2011-07-08 15:29:00,1.65,u14961,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559510,20727,10,2011-07-08 15:29:00,1.65,u14961,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559510,47566,8,2011-07-08 15:29:00,4.95,u14961,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
559512,20725,10,2011-07-08 15:54:00,1.65,u14188,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559525,21212,3,2011-07-10 10:30:00,0.55,u16923,United Kingdom,1.6500000000000001,7,0,0,0,0,0,0,0,0,0
559525,20725,10,2011-07-10 10:30:00,1.65,u16923,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559525,85123A,6,2011-07-10 10:30:00,2.95,u16923,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
559526,85099B,1,2011-07-10 11:19:00,2.08,u15756,United Kingdom,2.08,7,0,0,1,0,0,0,0,0,0
559528,85123A,9,2011-07-10 11:34:00,2.95,u13064,United Kingdom,26.55,7,0,1,0,0,0,0,0,0,0
559535,85099B,1,2011-07-10 12:16:00,2.08,u17841,United Kingdom,2.08,7,0,0,1,0,0,0,0,0,0
559536,22197,15,2011-07-10 12:17:00,0.85,u16283,United Kingdom,12.75,7,0,0,0,0,0,0,1,0,0
559542,85123A,3,2011-07-10 13:32:00,2.95,u17126,United Kingdom,8.850000000000001,7,0,1,0,0,0,0,0,0,0
559542,20727,1,2011-07-10 13:32:00,1.65,u17126,United Kingdom,1.65,7,0,0,0,1,0,0,0,0,0
559542,84879,16,2011-07-10 13:32:00,1.69,u17126,United Kingdom,27.04,7,1,0,0,0,0,0,0,0,0
559543,20727,1,2011-07-10 13:46:00,1.65,u17126,United Kingdom,1.65,7,0,0,0,1,0,0,0,0,0
559547,47566,2,2011-07-10 15:12:00,4.95,u17758,United Kingdom,9.9,7,0,0,0,0,0,1,0,0,0
559547,85099B,5,2011-07-10 15:12:00,2.08,u17758,United Kingdom,10.4,7,0,0,1,0,0,0,0,0,0
559547,20727,4,2011-07-10 15:12:00,1.65,u17758,United Kingdom,6.6,7,0,0,0,1,0,0,0,0,0
559549,22197,4,2011-07-10 15:25:00,0.85,u1323,United Kingdom,3.4,7,0,0,0,0,0,0,1,0,0
559549,85123A,2,2011-07-10 15:25:00,2.95,u1323,United Kingdom,5.9,7,0,1,0,0,0,0,0,0,0
559549,20727,1,2011-07-10 15:25:00,1.65,u1323,United Kingdom,1.65,7,0,0,0,1,0,0,0,0,0
559550,22197,10,2011-07-10 15:38:00,0.85,u17757,United Kingdom,8.5,7,0,0,0,0,0,0,1,0,0
559552,20725,2,2011-07-10 16:29:00,1.65,u16014,United Kingdom,3.3,7,0,0,0,0,1,0,0,0,0
559552,20727,2,2011-07-10 16:29:00,1.65,u16014,United Kingdom,3.3,7,0,0,0,1,0,0,0,0,0
559553,20725,10,2011-07-11 09:23:00,1.65,u16174,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559553,20727,10,2011-07-11 09:23:00,1.65,u16174,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559629,84879,16,2011-07-11 11:58:00,1.69,u1469,United Kingdom,27.04,7,1,0,0,0,0,0,0,0,0
559641,47566,2,2011-07-11 12:31:00,4.95,u13184,United Kingdom,9.9,7,0,0,0,0,0,1,0,0,0
559652,22720,3,2011-07-11 12:47:00,4.95,u17164,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
559652,21212,24,2011-07-11 12:47:00,0.55,u17164,United Kingdom,13.200000000000001,7,0,0,0,0,0,0,0,0,0
559653,84879,4,2011-07-11 12:49:00,1.69,u14552,United Kingdom,6.76,7,1,0,0,0,0,0,0,0,0
559653,85123A,3,2011-07-11 12:49:00,2.95,u14552,United Kingdom,8.850000000000001,7,0,1,0,0,0,0,0,0,0
559653,20727,2,2011-07-11 12:49:00,1.65,u14552,United Kingdom,3.3,7,0,0,0,1,0,0,0,0,0
559654,20727,20,2011-07-11 12:54:00,1.65,u13098,United Kingdom,33.0,7,0,0,0,1,0,0,0,0,0
559654,20725,24,2011-07-11 12:54:00,1.65,u13098,United Kingdom,39.599999999999994,7,0,0,0,0,1,0,0,0,0
559662,22720,6,2011-07-11 13:32:00,4.95,u16572,United Kingdom,29.700000000000003,7,0,0,0,0,0,0,0,0,1
559662,85123A,12,2011-07-11 13:32:00,2.95,u16572,United Kingdom,35.400000000000006,7,0,1,0,0,0,0,0,0,0
559671,85099B,2,2011-07-11 13:55:00,2.08,u17811,United Kingdom,4.16,7,0,0,1,0,0,0,0,0,0
559672,21212,2,2011-07-11 14:04:00,0.55,u14796,United Kingdom,1.1,7,0,0,0,0,0,0,0,0,0
559672,22720,1,2011-07-11 14:04:00,4.95,u14796,United Kingdom,4.95,7,0,0,0,0,0,0,0,0,1
559673,20725,10,2011-07-11 14:10:00,1.65,u13224,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559679,22720,3,2011-07-11 14:46:00,4.95,u15265,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
559684,47566,8,2011-07-11 15:05:00,4.95,u14367,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
559696,20727,3,2011-07-11 16:59:00,1.65,u15577,United Kingdom,4.949999999999999,7,0,0,0,1,0,0,0,0,0
559697,84879,3,2011-07-11 17:03:00,1.69,u15577,United Kingdom,5.07,7,1,0,0,0,0,0,0,0,0
559697,21212,1,2011-07-11 17:03:00,0.55,u15577,United Kingdom,0.55,7,0,0,0,0,0,0,0,0,0
559698,22197,8,2011-07-11 17:07:00,0.85,u17589,United Kingdom,6.8,7,0,0,0,0,0,0,1,0,0
559698,20727,20,2011-07-11 17:07:00,1.65,u17589,United Kingdom,33.0,7,0,0,0,1,0,0,0,0,0
559706,85123A,6,2011-07-12 10:02:00,2.95,u16609,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
559711,20725,10,2011-07-12 10:46:00,1.65,u1359,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559733,21212,24,2011-07-12 10:54:00,0.55,u16145,United Kingdom,13.200000000000001,7,0,0,0,0,0,0,0,0,0
559745,85123A,2,2011-07-12 11:15:00,2.95,u1779,United Kingdom,5.9,7,0,1,0,0,0,0,0,0,0
559751,20727,10,2011-07-12 11:28:00,1.65,u14688,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559751,85099B,4,2011-07-12 11:28:00,2.08,u14688,United Kingdom,8.32,7,0,0,1,0,0,0,0,0,0
559774,85123A,4,2011-07-12 11:37:00,2.95,u18122,United Kingdom,11.8,7,0,1,0,0,0,0,0,0,0
559774,20727,3,2011-07-12 11:37:00,1.65,u18122,United Kingdom,4.949999999999999,7,0,0,0,1,0,0,0,0,0
559791,47566,8,2011-07-12 12:24:00,4.95,u17675,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
559791,20725,10,2011-07-12 12:24:00,1.65,u17675,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559794,20725,10,2011-07-12 13:16:00,1.65,u167,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559794,85099B,10,2011-07-12 13:16:00,2.08,u167,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559807,21212,2,2011-07-12 14:48:00,0.55,u17841,United Kingdom,1.1,7,0,0,0,0,0,0,0,0,0
559809,84879,8,2011-07-12 14:57:00,1.69,u16409,United Kingdom,13.52,7,1,0,0,0,0,0,0,0,0
559809,85123A,1,2011-07-12 14:57:00,2.95,u16409,United Kingdom,2.95,7,0,1,0,0,0,0,0,0,0
559809,21212,4,2011-07-12 14:57:00,0.55,u16409,United Kingdom,2.2,7,0,0,0,0,0,0,0,0,0
559811,22197,12,2011-07-12 15:22:00,0.85,u13269,United Kingdom,10.2,7,0,0,0,0,0,0,1,0,0
559811,47566,4,2011-07-12 15:22:00,4.95,u13269,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559811,85099B,10,2011-07-12 15:22:00,2.08,u13269,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559812,22197,1,2011-07-12 15:29:00,0.85,u15051,United Kingdom,0.85,7,0,0,0,0,0,0,1,0,0
559813,22720,3,2011-07-12 15:42:00,4.95,u18272,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
559814,20725,10,2011-07-12 15:49:00,1.65,u15544,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559814,20727,10,2011-07-12 15:49:00,1.65,u15544,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559824,85123A,3,2011-07-12 17:23:00,2.95,u17576,United Kingdom,8.850000000000001,7,0,1,0,0,0,0,0,0,0
559824,47566,4,2011-07-12 17:23:00,4.95,u17576,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559831,20727,10,2011-07-13 09:58:00,1.65,u14709,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
559836,85123A,6,2011-07-13 10:09:00,2.95,u13911,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
559863,85099B,10,2011-07-13 10:33:00,2.08,u15039,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559864,22720,3,2011-07-13 10:38:00,4.95,u14916,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
559865,85099B,10,2011-07-13 10:39:00,2.08,u14409,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559866,47566,4,2011-07-13 10:43:00,4.95,u15795,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559876,20725,3,2011-07-13 11:09:00,1.65,u15752,United Kingdom,4.949999999999999,7,0,0,0,0,1,0,0,0,0
559876,20727,3,2011-07-13 11:09:00,1.65,u15752,United Kingdom,4.949999999999999,7,0,0,0,1,0,0,0,0,0
559876,85099B,3,2011-07-13 11:09:00,2.08,u15752,United Kingdom,6.24,7,0,0,1,0,0,0,0,0,0
559887,22720,1,2011-07-13 11:44:00,4.95,u13263,United Kingdom,4.95,7,0,0,0,0,0,0,0,0,1
559887,20725,1,2011-07-13 11:44:00,1.65,u13263,United Kingdom,1.65,7,0,0,0,0,1,0,0,0,0
559887,85123A,2,2011-07-13 11:44:00,2.95,u13263,United Kingdom,5.9,7,0,1,0,0,0,0,0,0,0
559893,21212,2,2011-07-13 12:06:00,0.55,u14498,United Kingdom,1.1,7,0,0,0,0,0,0,0,0,0
559894,85123A,7,2011-07-13 12:06:00,2.95,u14159,United Kingdom,20.650000000000002,7,0,1,0,0,0,0,0,0,0
559894,20727,9,2011-07-13 12:06:00,1.65,u14159,United Kingdom,14.85,7,0,0,0,1,0,0,0,0,0
559894,20725,4,2011-07-13 12:06:00,1.65,u14159,United Kingdom,6.6,7,0,0,0,0,1,0,0,0,0
559894,22197,26,2011-07-13 12:06:00,0.85,u14159,United Kingdom,22.099999999999998,7,0,0,0,0,0,0,1,0,0
559895,47566,8,2011-07-13 12:06:00,4.95,u1411,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
559897,85099B,10,2011-07-13 12:18:00,2.08,u16779,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559898,21212,1,2011-07-13 12:18:00,0.55,u16225,United Kingdom,0.55,7,0,0,0,0,0,0,0,0,0
559902,84879,10,2011-07-13 13:14:00,1.69,u14502,United Kingdom,16.9,7,1,0,0,0,0,0,0,0,0
559903,20725,10,2011-07-13 13:16:00,1.65,u12935,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559904,47566,4,2011-07-13 13:20:00,4.95,u13149,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559906,85123A,6,2011-07-13 13:33:00,2.95,u18219,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
559909,22720,3,2011-07-13 14:28:00,4.95,u18245,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
559911,20727,10,2011-07-13 14:39:00,1.45,u13777,United Kingdom,14.5,7,0,0,0,1,0,0,0,0,0
559911,85099B,10,2011-07-13 14:39:00,1.79,u13777,United Kingdom,17.9,7,0,0,1,0,0,0,0,0,0
559912,47566,4,2011-07-13 15:04:00,4.95,u14221,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559912,84879,8,2011-07-13 15:04:00,1.69,u14221,United Kingdom,13.52,7,1,0,0,0,0,0,0,0,0
559918,85123A,12,2011-07-13 15:29:00,2.95,u18225,United Kingdom,35.400000000000006,7,0,1,0,0,0,0,0,0,0
559918,85099B,10,2011-07-13 15:29:00,2.08,u18225,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559921,85123A,1,2011-07-13 15:42:00,2.95,u13667,United Kingdom,2.95,7,0,1,0,0,0,0,0,0,0
559925,47566,8,2011-07-13 16:47:00,4.95,u17644,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
559930,21212,24,2011-07-14 09:22:00,0.55,u17738,United Kingdom,13.200000000000001,7,0,0,0,0,0,0,0,0,0
559930,85123A,6,2011-07-14 09:22:00,2.95,u17738,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
559933,85123A,6,2011-07-14 09:54:00,2.95,u16719,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
559937,47566,8,2011-07-14 10:11:00,4.95,u13577,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
559937,85099B,10,2011-07-14 10:11:00,2.08,u13577,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
559938,85123A,4,2011-07-14 10:15:00,2.95,u17315,United Kingdom,11.8,7,0,1,0,0,0,0,0,0,0
559938,47566,5,2011-07-14 10:15:00,4.95,u17315,United Kingdom,24.75,7,0,0,0,0,0,1,0,0,0
559981,22720,4,2011-07-14 11:30:00,4.95,u14562,United Kingdom,19.8,7,0,0,0,0,0,0,0,0,1
559981,47566,8,2011-07-14 11:30:00,4.95,u14562,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
559982,22720,3,2011-07-14 11:34:00,4.95,u12915,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
559982,47566,4,2011-07-14 11:34:00,4.95,u12915,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
559984,21212,1,2011-07-14 11:45:00,0.55,u16657,United Kingdom,0.55,7,0,0,0,0,0,0,0,0,0
559986,20725,10,2011-07-14 11:47:00,1.65,u15256,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
559988,85123A,10,2011-07-14 12:17:00,2.95,u15402,United Kingdom,29.5,7,0,1,0,0,0,0,0,0,0
559989,47566,8,2011-07-14 12:21:00,4.95,u13319,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
559989,20727,10,2011-07-14 12:21:00,1.65,u13319,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
560018,20727,1,2011-07-14 12:52:00,1.65,u15987,United Kingdom,1.65,7,0,0,0,1,0,0,0,0,0
560018,22197,4,2011-07-14 12:52:00,0.85,u15987,United Kingdom,3.4,7,0,0,0,0,0,0,1,0,0
560018,22197,2,2011-07-14 12:52:00,0.85,u15987,United Kingdom,1.7,7,0,0,0,0,0,0,1,0,0
560018,21212,1,2011-07-14 12:52:00,0.55,u15987,United Kingdom,0.55,7,0,0,0,0,0,0,0,0,0
560025,85123A,1,2011-07-14 13:00:00,2.95,u18283,United Kingdom,2.95,7,0,1,0,0,0,0,0,0,0
560025,20727,1,2011-07-14 13:00:00,1.65,u18283,United Kingdom,1.65,7,0,0,0,1,0,0,0,0,0
560025,20725,1,2011-07-14 13:00:00,1.65,u18283,United Kingdom,1.65,7,0,0,0,0,1,0,0,0,0
560025,85099B,1,2011-07-14 13:00:00,2.08,u18283,United Kingdom,2.08,7,0,0,1,0,0,0,0,0,0
560024,22720,1,2011-07-14 13:00:00,4.95,u15005,United Kingdom,4.95,7,0,0,0,0,0,0,0,0,1
560024,85123A,5,2011-07-14 13:00:00,2.95,u15005,United Kingdom,14.75,7,0,1,0,0,0,0,0,0,0
560024,47566,3,2011-07-14 13:00:00,4.95,u15005,United Kingdom,14.850000000000001,7,0,0,0,0,0,1,0,0,0
560024,22197,10,2011-07-14 13:00:00,0.85,u15005,United Kingdom,8.5,7,0,0,0,0,0,0,1,0,0
560034,22720,3,2011-07-14 13:35:00,4.95,u13933,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
560035,85099B,10,2011-07-14 13:41:00,2.08,u17706,United Kingdom,20.8,7,0,0,1,0,0,0,0,0,0
560035,85123A,6,2011-07-14 13:41:00,2.95,u17706,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
560042,20727,10,2011-07-14 14:46:00,1.65,u17068,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
560047,47566,1,2011-07-14 15:01:00,4.95,u17259,United Kingdom,4.95,7,0,0,0,0,0,1,0,0,0
560048,85123A,6,2011-07-14 15:02:00,2.95,u13515,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
560078,47566,8,2011-07-14 16:12:00,4.95,u1604,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
560078,84879,16,2011-07-14 16:12:00,1.69,u1604,United Kingdom,27.04,7,1,0,0,0,0,0,0,0,0
560078,20725,10,2011-07-14 16:12:00,1.65,u1604,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
560078,20727,10,2011-07-14 16:12:00,1.65,u1604,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
560079,20725,10,2011-07-14 16:12:00,1.65,u15521,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
560086,20725,10,2011-07-14 16:35:00,1.65,u15839,United Kingdom,16.5,7,0,0,0,0,1,0,0,0,0
560086,20727,10,2011-07-14 16:35:00,1.65,u15839,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
560094,22720,2,2011-07-14 17:13:00,4.95,u18109,United Kingdom,9.9,7,0,0,0,0,0,0,0,0,1
560094,21212,1,2011-07-14 17:13:00,0.55,u18109,United Kingdom,0.55,7,0,0,0,0,0,0,0,0,0
560094,22197,6,2011-07-14 17:13:00,0.85,u18109,United Kingdom,5.1,7,0,0,0,0,0,0,1,0,0
560097,22720,3,2011-07-14 17:40:00,4.95,u1305,United Kingdom,14.850000000000001,7,0,0,0,0,0,0,0,0,1
560101,20727,10,2011-07-14 18:08:00,1.65,u14891,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
560102,47566,4,2011-07-14 18:28:00,4.95,u13994,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
560102,84879,8,2011-07-14 18:28:00,1.69,u13994,United Kingdom,13.52,7,1,0,0,0,0,0,0,0,0
560102,85123A,6,2011-07-14 18:28:00,2.95,u13994,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
560104,85123A,4,2011-07-14 18:56:00,2.95,u17921,United Kingdom,11.8,7,0,1,0,0,0,0,0,0,0
560104,20725,2,2011-07-14 18:56:00,1.65,u17921,United Kingdom,3.3,7,0,0,0,0,1,0,0,0,0
560105,20727,5,2011-07-14 19:23:00,1.65,u16794,United Kingdom,8.25,7,0,0,0,1,0,0,0,0,0
560107,85123A,6,2011-07-15 08:09:00,2.95,u12928,United Kingdom,17.700000000000003,7,0,1,0,0,0,0,0,0,0
560120,21212,24,2011-07-15 10:27:00,0.55,u14907,United Kingdom,13.200000000000001,7,0,0,0,0,0,0,0,0,0
560125,85123A,2,2011-07-15 10:44:00,2.95,u18118,United Kingdom,5.9,7,0,1,0,0,0,0,0,0,0
560125,47566,1,2011-07-15 10:44:00,4.95,u18118,United Kingdom,4.95,7,0,0,0,0,0,1,0,0,0
560125,20725,1,2011-07-15 10:44:00,1.65,u18118,United Kingdom,1.65,7,0,0,0,0,1,0,0,0,0
560145,84879,16,2011-07-15 11:04:00,1.69,u13381,United Kingdom,27.04,7,1,0,0,0,0,0,0,0,0
560145,22720,6,2011-07-15 11:04:00,4.95,u13381,United Kingdom,29.700000000000003,7,0,0,0,0,0,0,0,0,1
560145,47566,4,2011-07-15 11:04:00,4.95,u13381,United Kingdom,19.8,7,0,0,0,0,0,1,0,0,0
560183,47566,8,2011-07-15 11:48:00,4.95,u12971,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
560186,47566,2,2011-07-15 11:57:00,4.95,u17266,United Kingdom,9.9,7,0,0,0,0,0,1,0,0,0
560190,20727,10,2011-07-15 12:33:00,1.65,u15737,United Kingdom,16.5,7,0,0,0,1,0,0,0,0,0
560204,47566,8,2011-07-15 13:17:00,4.95,u12971,United Kingdom,39.6,7,0,0,0,0,0,1,0,0,0
