Invoice,StockCode,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount
558774,22197,2,2011-07-04 10:17:00,1.63,,United Kingdom,3.26
558774,47566,1,2011-07-04 10:17:00,10.79,,United Kingdom,10.79
558774,85099B,8,2011-07-04 10:17:00,2.08,,United Kingdom,16.64
558777,22423,1,2011-07-04 10:23:00,12.75,,United Kingdom,12.75
558777,22720,1,2011-07-04 10:23:00,10.79,,United Kingdom,10.79
558777,47566,3,2011-07-04 10:23:00,10.79,,United Kingdom,32.37
558777,85099B,7,2011-07-04 10:23:00,2.08,,United Kingdom,14.56
558777,85123A,2,2011-07-04 10:23:00,5.79,,United Kingdom,11.58
558777,20725,1,2011-07-04 10:23:00,4.13,,United Kingdom,4.13
558777,21212,1,2011-07-04 10:23:00,1.25,,United Kingdom,1.25
558778,20725,10,2011-07-04 10:27:00,1.65,u1716,United Kingdom,16.5
558778,20727,10,2011-07-04 10:27:00,1.65,u1716,United Kingdom,16.5
558778,85099B,10,2011-07-04 10:27:00,2.08,u1716,United Kingdom,20.8
558808,22197,4,2011-07-04 11:10:00,1.63,,United Kingdom,6.52
558809,22197,6,2011-07-04 11:10:00,1.63,,United Kingdom,9.78
558810,85099B,1,2011-07-04 11:11:00,4.13,,United Kingdom,4.13
558812,22197,24,2011-07-04 11:35:00,0.85,u16265,United Kingdom,20.4
558814,20725,10,2011-07-04 11:47:00,1.65,u14049,United Kingdom,16.5
558837,85099B,2,2011-07-04 11:58:00,4.13,,United Kingdom,8.26
558835,85099B,1,2011-07-04 11:58:00,4.13,,United Kingdom,4.13
558861,22423,2,2011-07-04 12:19:00,12.75,u13373,United Kingdom,25.5
558861,22197,12,2011-07-04 12:19:00,0.85,u13373,United Kingdom,10.2
558863,85123A,1,2011-07-04 12:28:00,2.95,u17243,United Kingdom,2.95
558863,22720,2,2011-07-04 12:28:00,4.95,u17243,United Kingdom,9.9
558863,85123A,3,2011-07-04 12:28:00,2.95,u17243,United Kingdom,8.850000000000001
558868,21212,24,2011-07-04 12:47:00,0.55,u13266,United Kingdom,13.200000000000001
558873,22423,6,2011-07-04 13:28:00,12.75,u1529,United Kingdom,76.5
558873,21212,48,2011-07-04 13:28:00,0.55,u1529,United Kingdom,26.400000000000002
558876,20727,2,2011-07-04 13:36:00,1.65,u17841,United Kingdom,3.3
558878,22197,4,2011-07-04 13:53:00,0.85,u16385,United Kingdom,3.4
558879,84879,24,2011-07-04 14:07:00,1.69,u12921,United Kingdom,40.56
558879,20727,10,2011-07-04 14:07:00,1.65,u12921,United Kingdom,16.5
558879,20725,20,2011-07-04 14:07:00,1.65,u12921,United Kingdom,33.0
558879,85099B,20,2011-07-04 14:07:00,2.08,u12921,United Kingdom,41.6
558880,22423,4,2011-07-04 14:08:00,12.75,u12921,United Kingdom,51.0
558885,47566,5,2011-07-04 15:10:00,4.95,u13267,United Kingdom,24.75
558887,47566,4,2011-07-04 15:26:00,4.95,u18265,United Kingdom,19.8
558887,21212,24,2011-07-04 15:26:00,0.55,u18265,United Kingdom,13.200000000000001
558887,22423,2,2011-07-04 15:26:00,12.75,u18265,United Kingdom,25.5
558888,85099B,2,2011-07-04 15:29:00,2.08,u14056,United Kingdom,4.16
558888,20725,3,2011-07-04 15:29:00,1.65,u14056,United Kingdom,4.949999999999999
558896,20725,1,2011-07-04 15:55:00,1.65,,United Kingdom,1.65
558900,22197,5,2011-07-04 16:06:00,0.85,u15349,United Kingdom,4.25
558900,85123A,2,2011-07-04 16:06:00,2.95,u15349,United Kingdom,5.9
558902,47566,50,2011-07-04 16:08:00,4.15,u13001,United Kingdom,207.50000000000003
558902,20725,10,2011-07-04 16:08:00,1.65,u13001,United Kingdom,16.5
558902,22720,6,2011-07-04 16:08:00,4.95,u13001,United Kingdom,29.700000000000003
558904,22720,1,2011-07-04 16:18:00,10.79,,United Kingdom,10.79
558904,47566,3,2011-07-04 16:18:00,4.95,,United Kingdom,14.850000000000001
558904,20725,1,2011-07-04 16:18:00,4.13,,United Kingdom,4.13
558904,20727,1,2011-07-04 16:18:00,4.13,,United Kingdom,4.13
558906,20725,5,2011-07-04 16:35:00,1.65,u15555,United Kingdom,8.25
558906,20727,1,2011-07-04 16:35:00,1.65,u15555,United Kingdom,1.65
558908,22423,4,2011-07-05 09:06:00,12.75,u13338,United Kingdom,51.0
558908,21212,72,2011-07-05 09:06:00,0.55,u13338,United Kingdom,39.6
558916,85123A,64,2011-07-05 09:33:00,2.55,u16985,United Kingdom,163.2
558916,84879,16,2011-07-05 09:33:00,1.69,u16985,United Kingdom,27.04
558916,47566,8,2011-07-05 09:33:00,4.95,u16985,United Kingdom,39.6
558918,22423,1,2011-07-05 09:53:00,12.75,u15646,United Kingdom,12.75
558919,20725,10,2011-07-05 09:56:00,1.65,u15078,United Kingdom,16.5
558919,85099B,20,2011-07-05 09:56:00,2.08,u15078,United Kingdom,41.6
558923,47566,8,2011-07-05 10:06:00,4.95,u16837,United Kingdom,39.6
558924,22197,100,2011-07-05 10:07:00,0.72,u15785,United Kingdom,72.0
558926,85099B,10,2011-07-05 10:21:00,2.08,u17469,United Kingdom,20.8
558926,85123A,6,2011-07-05 10:21:00,2.95,u17469,United Kingdom,17.700000000000003
558926,47566,4,2011-07-05 10:21:00,4.95,u17469,United Kingdom,19.8
558927,85099B,20,2011-07-05 10:23:00,2.08,u18177,United Kingdom,41.6
558927,20725,10,2011-07-05 10:23:00,1.65,u18177,United Kingdom,16.5
558927,20727,10,2011-07-05 10:23:00,1.65,u18177,United Kingdom,16.5
558963,85099B,100,2011-07-05 10:57:00,1.79,u14235,United Kingdom,179.0
558963,85123A,32,2011-07-05 10:57:00,2.55,u14235,United Kingdom,81.6
558992,22423,2,2011-07-05 11:36:00,12.75,u14223,United Kingdom,25.5
558992,22720,6,2011-07-05 11:36:00,4.95,u14223,United Kingdom,29.700000000000003
558993,47566,6,2011-07-05 11:49:00,4.95,u16729,United Kingdom,29.700000000000003
558993,84879,16,2011-07-05 11:49:00,1.69,u16729,United Kingdom,27.04
558993,20725,6,2011-07-05 11:49:00,1.65,u16729,United Kingdom,9.899999999999999
558994,47566,50,2011-07-05 11:58:00,4.15,u13854,United Kingdom,207.50000000000003
558994,84879,16,2011-07-05 11:58:00,1.69,u13854,United Kingdom,27.04
559000,47566,1,2011-07-05 12:15:00,4.95,u14099,United Kingdom,4.95
559006,85099B,10,2011-07-05 12:41:00,2.08,u14905,United Kingdom,20.8
559006,47566,8,2011-07-05 12:41:00,4.95,u14905,United Kingdom,39.6
559006,85123A,32,2011-07-05 12:41:00,2.55,u14905,United Kingdom,81.6
559011,84879,8,2011-07-05 12:50:00,1.69,u17049,United Kingdom,13.52
559011,85099B,10,2011-07-05 12:50:00,2.08,u17049,United Kingdom,20.8
559015,20727,10,2011-07-05 12:53:00,1.65,u13098,United Kingdom,16.5
559016,47566,12,2011-07-05 13:01:00,4.95,u14051,United Kingdom,59.400000000000006
559016,22423,8,2011-07-05 13:01:00,12.75,u14051,United Kingdom,102.0
559024,47566,8,2011-07-05 13:38:00,4.95,u16616,United Kingdom,39.6
559025,47566,10,2011-07-05 13:56:00,4.95,u16338,United Kingdom,49.5
559027,21212,24,2011-07-05 14:24:00,0.55,u17046,United Kingdom,13.200000000000001
559027,84879,36,2011-07-05 14:24:00,1.69,u17046,United Kingdom,60.839999999999996
559028,22197,12,2011-07-05 14:27:00,0.85,u12839,United Kingdom,10.2
559032,22197,100,2011-07-05 14:53:00,0.72,u17511,United Kingdom,72.0
559032,47566,50,2011-07-05 14:53:00,4.15,u17511,United Kingdom,207.50000000000003
559032,85099B,100,2011-07-05 14:53:00,1.79,u17511,United Kingdom,179.0
559034,20727,10,2011-07-05 14:56:00,1.65,u13109,United Kingdom,16.5
559035,47566,8,2011-07-05 15:12:00,4.95,u13695,United Kingdom,39.6
559038,22423,15,2011-07-05 15:31:00,24.96,,United Kingdom,374.40000000000003
559038,47566,63,2011-07-05 15:31:00,10.79,,United Kingdom,679.77
559038,20727,15,2011-07-05 15:31:00,4.96,,United Kingdom,74.4
559038,21212,36,2011-07-05 15:31:00,2.08,,United Kingdom,74.88
559039,85099B,4,2011-07-05 15:32:00,4.13,,United Kingdom,16.52
559040,85099B,1,2011-07-05 15:33:00,4.13,,United Kingdom,4.13
559043,22197,5,2011-07-05 15:35:00,1.63,,United Kingdom,8.149999999999999
559043,85099B,4,2011-07-05 15:35:00,4.13,,United Kingdom,16.52
559048,21212,240,2011-07-05 15:48:00,0.4,u13027,United Kingdom,96.0
559051,20727,4,2011-07-05 16:47:00,4.13,,United Kingdom,16.52
559051,21212,1,2011-07-05 16:47:00,1.25,,United Kingdom,1.25
559051,47566,1,2011-07-05 16:47:00,10.79,,United Kingdom,10.79
559051,85099B,2,2011-07-05 16:47:00,4.13,,United Kingdom,8.26
559052,85099B,4,2011-07-05 16:53:00,4.13,,United Kingdom,16.52
559052,20727,1,2011-07-05 16:53:00,4.13,,United Kingdom,4.13
559052,21212,4,2011-07-05 16:53:00,1.25,,United Kingdom,5.0
559052,22197,8,2011-07-05 16:53:00,1.63,,United Kingdom,13.04
559052,22423,2,2011-07-05 16:53:00,24.96,,United Kingdom,49.92
559055,22197,2,2011-07-05 17:09:00,1.63,,United Kingdom,3.26
559055,22423,1,2011-07-05 17:09:00,24.96,,United Kingdom,24.96
559055,47566,2,2011-07-05 17:09:00,10.79,,United Kingdom,21.58
559055,85099B,1,2011-07-05 17:09:00,4.13,,United Kingdom,4.13
559055,20725,1,2011-07-05 17:09:00,4.13,,United Kingdom,4.13
559055,21212,1,2011-07-05 17:09:00,1.25,,United Kingdom,1.25
559056,20725,20,2011-07-06 09:15:00,1.65,u14645,United Kingdom,33.0
559056,20727,20,2011-07-06 09:15:00,1.65,u14645,United Kingdom,33.0
559060,21212,24,2011-07-06 10:00:00,0.55,u15738,United Kingdom,13.200000000000001
559061,22197,4,2011-07-06 10:04:00,0.85,u1722,United Kingdom,3.4
559061,21212,3,2011-07-06 10:04:00,0.55,u1722,United Kingdom,1.6500000000000001
559064,22197,12,2011-07-06 10:15:00,0.85,u15673,United Kingdom,10.2
559068,20727,1,2011-07-06 10:41:00,1.65,u17841,United Kingdom,1.65
559068,20727,1,2011-07-06 10:41:00,1.65,u17841,United Kingdom,1.65
559095,20727,10,2011-07-06 10:49:00,1.65,u13198,United Kingdom,16.5
559095,20725,10,2011-07-06 10:49:00,1.65,u13198,United Kingdom,16.5
559107,21212,4,2011-07-06 11:22:00,0.55,u15334,United Kingdom,2.2
559107,21212,1,2011-07-06 11:22:00,0.55,u15334,United Kingdom,0.55
559109,85123A,3,2011-07-06 11:52:00,2.95,u15021,United Kingdom,8.850000000000001
559112,47566,2,2011-07-06 11:59:00,4.95,u17315,United Kingdom,9.9
559120,20725,3,2011-07-06 12:18:00,1.65,u16393,United Kingdom,4.949999999999999
559120,85099B,5,2011-07-06 12:18:00,2.08,u16393,United Kingdom,10.4
559124,22423,4,2011-07-06 12:31:00,12.75,u14621,United Kingdom,51.0
559124,47566,12,2011-07-06 12:31:00,4.95,u14621,United Kingdom,59.400000000000006
559125,85099B,10,2011-07-06 12:32:00,2.08,u13985,United Kingdom,20.8
559127,85099B,70,2011-07-06 12:33:00,2.08,u15971,United Kingdom,145.6
559128,20727,2,2011-07-06 12:39:00,1.65,u17238,United Kingdom,3.3
559130,22423,16,2011-07-06 12:56:00,10.95,u15189,United Kingdom,175.2
559131,84879,80,2011-07-06 13:04:00,1.69,u18144,United Kingdom,135.2
559131,47566,12,2011-07-06 13:04:00,4.95,u18144,United Kingdom,59.400000000000006
559132,20727,20,2011-07-06 13:06:00,1.65,u15053,United Kingdom,33.0
559133,20725,2,2011-07-06 13:13:00,1.65,u17861,United Kingdom,3.3
559141,85099B,100,2011-07-06 13:56:00,1.79,u15311,United Kingdom,179.0
559146,85099B,10,2011-07-06 14:18:00,2.08,u12921,United Kingdom,20.8
559152,22720,3,2011-07-06 15:02:00,4.95,u14214,United Kingdom,14.850000000000001
559157,47566,4,2011-07-06 15:53:00,4.95,u13999,United Kingdom,19.8
559160,84879,24,2011-07-06 16:15:00,1.69,u17293,United Kingdom,40.56
559162,85099B,2,2011-07-06 16:29:00,4.13,,United Kingdom,8.26
559163,84879,8,2011-07-06 16:33:00,3.12,,United Kingdom,24.96
559163,85123A,2,2011-07-06 16:33:00,5.79,,United Kingdom,11.58
559163,22720,1,2011-07-06 16:33:00,10.79,,United Kingdom,10.79
559163,47566,1,2011-07-06 16:33:00,10.79,,United Kingdom,10.79
559168,20725,1,2011-07-06 17:05:00,1.65,u13263,United Kingdom,1.65
559170,20727,4,2011-07-06 17:31:00,1.65,u16942,United Kingdom,6.6
559170,20725,3,2011-07-06 17:31:00,1.65,u16942,United Kingdom,4.949999999999999
559170,85099B,3,2011-07-06 17:31:00,2.08,u16942,United Kingdom,6.24
559170,84879,24,2011-07-06 17:31:00,1.69,u16942,United Kingdom,40.56
559171,47566,4,2011-07-07 08:21:00,4.95,u17651,United Kingdom,19.8
559171,20725,10,2011-07-07 08:21:00,1.65,u17651,United Kingdom,16.5
559171,20727,10,2011-07-07 08:21:00,1.65,u17651,United Kingdom,16.5
559200,84879,16,2011-07-07 10:36:00,1.69,u13291,United Kingdom,27.04
559200,20727,10,2011-07-07 10:36:00,1.65,u13291,United Kingdom,16.5
559200,22423,1,2011-07-07 10:36:00,12.75,u13291,United Kingdom,12.75
559200,22720,2,2011-07-07 10:36:00,4.95,u13291,United Kingdom,9.9
559202,21212,24,2011-07-07 10:40:00,0.55,u13583,United Kingdom,13.200000000000001
559202,22720,3,2011-07-07 10:40:00,4.95,u13583,United Kingdom,14.850000000000001
559202,22197,12,2011-07-07 10:40:00,0.85,u13583,United Kingdom,10.2
559203,47566,200,2011-07-07 10:43:00,4.15,u17723,United Kingdom,830.0000000000001
559254,22720,3,2011-07-07 11:56:00,4.95,u16814,United Kingdom,14.850000000000001
559254,84879,32,2011-07-07 11:56:00,1.69,u16814,United Kingdom,54.08
559255,21212,480,2011-07-07 12:04:00,0.4,u13027,United Kingdom,192.0
559256,47566,12,2011-07-07 12:10:00,4.95,u15249,United Kingdom,59.400000000000006
559256,20727,20,2011-07-07 12:10:00,1.65,u15249,United Kingdom,33.0
559289,85099B,12,2011-07-07 12:22:00,2.08,u15719,United Kingdom,24.96
559289,20727,3,2011-07-07 12:22:00,1.65,u15719,United Kingdom,4.949999999999999
559289,47566,3,2011-07-07 12:22:00,4.95,u15719,United Kingdom,14.850000000000001
559297,21212,12,2011-07-07 12:36:00,0.55,u16743,United Kingdom,6.6000000000000005
559299,85099B,10,2011-07-07 12:39:00,2.08,u16929,United Kingdom,20.8
559299,20727,10,2011-07-07 12:39:00,1.65,u16929,United Kingdom,16.5
559301,84879,8,2011-07-07 12:41:00,1.69,u13842,United Kingdom,13.52
559308,20727,10,2011-07-07 13:05:00,1.65,u13158,United Kingdom,16.5
559308,22197,12,2011-07-07 13:05:00,0.85,u13158,United Kingdom,10.2
559311,22720,24,2011-07-07 13:35:00,4.25,u14459,United Kingdom,102.0
559311,85099B,20,2011-07-07 13:35:00,1.95,u14459,United Kingdom,39.0
559315,47566,50,2011-07-07 13:52:00,4.15,u13456,United Kingdom,207.50000000000003
559321,22423,5,2011-07-07 14:30:00,12.75,u17069,United Kingdom,63.75
559322,85099B,300,2011-07-07 14:46:00,1.79,u15769,United Kingdom,537.0
559327,85123A,4,2011-07-07 15:21:00,2.95,u13681,United Kingdom,11.8
559329,21212,24,2011-07-07 15:41:00,0.55,u15241,United Kingdom,13.200000000000001
559331,22720,6,2011-07-07 15:45:00,4.95,u16156,United Kingdom,29.700000000000003
559331,85099B,10,2011-07-07 15:45:00,2.08,u16156,United Kingdom,20.8
559336,47566,2,2011-07-07 16:17:00,4.95,u17315,United Kingdom,9.9
559337,22423,2,2011-07-07 16:27:00,24.96,,United Kingdom,49.92
559337,47566,1,2011-07-07 16:27:00,10.79,,United Kingdom,10.79
559337,85123A,2,2011-07-07 16:27:00,5.79,,United Kingdom,11.58
559338,22720,1,2011-07-07 16:30:00,10.79,,United Kingdom,10.79
559338,47566,2,2011-07-07 16:30:00,10.79,,United Kingdom,21.58
559338,85099B,4,2011-07-07 16:30:00,4.13,,United Kingdom,16.52
559338,85123A,5,2011-07-07 16:30:00,2.95,,United Kingdom,14.75
559341,85099B,10,2011-07-07 16:56:00,2.08,u15144,United Kingdom,20.8
559342,84879,16,2011-07-07 16:59:00,1.69,u14493,United Kingdom,27.04
559342,47566,12,2011-07-07 16:59:00,4.95,u14493,United Kingdom,59.400000000000006
559346,84879,8,2011-07-07 17:19:00,1.69,u13486,United Kingdom,13.52
559349,22423,1,2011-07-07 17:33:00,12.75,u1515,United Kingdom,12.75
559350,22197,24,2011-07-07 17:35:00,0.85,u16842,United Kingdom,20.4
559350,22423,4,2011-07-07 17:35:00,12.75,u16842,United Kingdom,51.0
559350,84879,16,2011-07-07 17:35:00,1.69,u16842,United Kingdom,27.04
559352,85123A,4,2011-07-07 17:47:00,2.95,u17837,United Kingdom,11.8
559354,47566,4,2011-07-07 18:02:00,4.95,u16012,United Kingdom,19.8
559354,22423,1,2011-07-07 18:02:00,12.75,u16012,United Kingdom,12.75
559356,84879,24,2011-07-07 18:29:00,1.69,u15416,United Kingdom,40.56
559356,85123A,6,2011-07-07 18:29:00,2.95,u15416,United Kingdom,17.700000000000003
559357,85123A,32,2011-07-07 18:56:00,2.55,u17107,United Kingdom,81.6
559358,85123A,6,2011-07-07 19:14:00,2.95,u15675,United Kingdom,17.700000000000003
559358,47566,4,2011-07-07 19:14:00,4.95,u15675,United Kingdom,19.8
559360,22720,3,2011-07-07 19:54:00,4.95,u14657,United Kingdom,14.850000000000001
559363,47566,4,2011-07-08 08:45:00,4.95,u16091,United Kingdom,19.8
559364,85099B,10,2011-07-08 08:48:00,2.08,u17735,United Kingdom,20.8
559364,20725,10,2011-07-08 08:48:00,1.65,u17735,United Kingdom,16.5
559364,20727,10,2011-07-08 08:48:00,1.65,u17735,United Kingdom,16.5
559366,85123A,18,2011-07-08 09:03:00,2.95,u13102,United Kingdom,53.1
559366,22197,24,2011-07-08 09:03:00,0.85,u13102,United Kingdom,20.4
559368,85099B,10,2011-07-08 09:38:00,2.08,u17031,United Kingdom,20.8
559368,20725,10,2011-07-08 09:38:00,1.65,u17031,United Kingdom,16.5
559368,20727,10,2011-07-08 09:38:00,1.65,u17031,United Kingdom,16.5
559367,84879,16,2011-07-08 09:38:00,1.69,u13013,United Kingdom,27.04
559369,85099B,20,2011-07-08 10:00:00,2.08,u14388,United Kingdom,41.6
559369,22423,1,2011-07-08 10:00:00,12.75,u14388,United Kingdom,12.75
559370,47566,4,2011-07-08 10:01:00,4.95,u17042,United Kingdom,19.8
559371,47566,4,2011-07-08 10:20:00,4.95,u14264,United Kingdom,19.8
559401,85099B,10,2011-07-08 10:49:00,2.08,u15039,United Kingdom,20.8
559419,85099B,200,2011-07-08 11:41:00,1.74,u16029,United Kingdom,348.0
559420,84879,8,2011-07-08 11:52:00,1.69,u17663,United Kingdom,13.52
559424,84879,24,2011-07-08 12:14:00,1.69,u18121,United Kingdom,40.56
559457,47566,12,2011-07-08 12:50:00,4.95,u14918,United Kingdom,59.400000000000006
559457,85123A,12,2011-07-08 12:50:00,2.95,u14918,United Kingdom,35.400000000000006
559457,22423,6,2011-07-08 12:50:00,12.75,u14918,United Kingdom,76.5
559465,47566,150,2011-07-08 13:26:00,4.15,u1468,United Kingdom,622.5
559465,20725,100,2011-07-08 13:26:00,1.45,u1468,United Kingdom,145.0
559465,20727,100,2011-07-08 13:26:00,1.45,u1468,United Kingdom,145.0
559465,85099B,100,2011-07-08 13:26:00,1.79,u1468,United Kingdom,179.0
559469,84879,8,2011-07-08 13:37:00,1.69,u15182,United Kingdom,13.52
559469,47566,4,2011-07-08 13:37:00,4.95,u15182,United Kingdom,19.8
559488,22720,2,2011-07-08 13:52:00,10.79,,United Kingdom,21.58
559488,85099B,7,2011-07-08 13:52:00,4.13,,United Kingdom,28.91
559489,85099B,1,2011-07-08 13:52:00,4.13,,United Kingdom,4.13
559491,22197,1,2011-07-08 13:53:00,1.63,,United Kingdom,1.63
559491,85099B,2,2011-07-08 13:53:00,4.13,,United Kingdom,8.26
559492,22197,2,2011-07-08 13:53:00,1.63,,United Kingdom,3.26
559492,85099B,11,2011-07-08 13:53:00,4.13,,United Kingdom,45.43
559493,22197,7,2011-07-08 13:53:00,1.63,,United Kingdom,11.41
559493,85099B,3,2011-07-08 13:53:00,4.13,,United Kingdom,12.39
559497,22720,1,2011-07-08 13:54:00,10.79,,United Kingdom,10.79
559497,22197,1,2011-07-08 13:54:00,1.63,,United Kingdom,1.63
559499,20727,3,2011-07-08 14:22:00,4.96,,United Kingdom,14.879999999999999
559499,21212,20,2011-07-08 14:22:00,2.08,,United Kingdom,41.6
559499,22423,13,2011-07-08 14:22:00,24.96,,United Kingdom,324.48
559499,47566,59,2011-07-08 14:22:00,10.79,,United Kingdom,636.6099999999999
559505,22423,3,2011-07-08 15:16:00,12.75,u16398,United Kingdom,38.25
559505,22197,100,2011-07-08 15:16:00,0.72,u16398,United Kingdom,72.0
559505,47566,4,2011-07-08 15:16:00,4.95,u16398,United Kingdom,19.8
559506,21212,2,2011-07-08 15:17:00,1.25,,United Kingdom,2.5
559506,22197,3,2011-07-08 15:17:00,1.63,,United Kingdom,4.89
559506,85099B,3,2011-07-08 15:17:00,4.13,,United Kingdom,12.39
559506,85123A,2,2011-07-08 15:17:00,5.79,,United Kingdom,11.58
559506,20725,1,2011-07-08 15:17:00,4.13,,United Kingdom,4.13
559506,20727,1,2011-07-08 15:17:00,4.13,,United Kingdom,4.13
559510,22197,100,2011-07-08 15:29:00,0.72,u14961,United Kingdom,72.0
559510,20725,10,2011-07-08 15:29:00,1.65,u14961,United Kingdom,16.5
559510,20727,10,2011-07-08 15:29:00,1.65,u14961,United Kingdom,16.5
559510,47566,8,2011-07-08 15:29:00,4.95,u14961,United Kingdom,39.6
559512,20725,10,2011-07-08 15:54:00,1.65,u14188,United Kingdom,16.5
559512,85099B,30,2011-07-08 15:54:00,2.08,u14188,United Kingdom,62.400000000000006
559514,85099B,2,2011-07-08 15:57:00,4.13,,United Kingdom,8.26
559515,22197,6,2011-07-08 15:58:00,1.63,,United Kingdom,9.78
559515,85099B,1,2011-07-08 15:58:00,4.13,,United Kingdom,4.13
559518,85099B,4,2011-07-08 16:11:00,4.13,,United Kingdom,16.52
559525,21212,3,2011-07-10 10:30:00,0.55,u16923,United Kingdom,1.6500000000000001
559525,20725,10,2011-07-10 10:30:00,1.65,u16923,United Kingdom,16.5
559525,85123A,6,2011-07-10 10:30:00,2.95,u16923,United Kingdom,17.700000000000003
559525,21212,3,2011-07-10 10:30:00,0.55,u16923,United Kingdom,1.6500000000000001
559526,85099B,1,2011-07-10 11:19:00,2.08,u15756,United Kingdom,2.08
559528,85123A,9,2011-07-10 11:34:00,2.95,u13064,United Kingdom,26.55
559535,85099B,1,2011-07-10 12:16:00,2.08,u17841,United Kingdom,2.08
559536,22197,15,2011-07-10 12:17:00,0.85,u16283,United Kingdom,12.75
559542,85123A,3,2011-07-10 13:32:00,2.95,u17126,United Kingdom,8.850000000000001
559542,20727,1,2011-07-10 13:32:00,1.65,u17126,United Kingdom,1.65
559542,84879,16,2011-07-10 13:32:00,1.69,u17126,United Kingdom,27.04
559543,20727,1,2011-07-10 13:46:00,1.65,u17126,United Kingdom,1.65
559547,47566,2,2011-07-10 15:12:00,4.95,u17758,United Kingdom,9.9
559547,85099B,5,2011-07-10 15:12:00,2.08,u17758,United Kingdom,10.4
559547,20727,4,2011-07-10 15:12:00,1.65,u17758,United Kingdom,6.6
559549,22197,4,2011-07-10 15:25:00,0.85,u1323,United Kingdom,3.4
559549,85123A,2,2011-07-10 15:25:00,2.95,u1323,United Kingdom,5.9
559549,20727,1,2011-07-10 15:25:00,1.65,u1323,United Kingdom,1.65
559550,22197,10,2011-07-10 15:38:00,0.85,u17757,United Kingdom,8.5
559552,20725,2,2011-07-10 16:29:00,1.65,u16014,United Kingdom,3.3
559552,20727,2,2011-07-10 16:29:00,1.65,u16014,United Kingdom,3.3
559553,22423,1,2011-07-11 09:23:00,12.75,u16174,United Kingdom,12.75
559553,20725,10,2011-07-11 09:23:00,1.65,u16174,United Kingdom,16.5
559553,20727,10,2011-07-11 09:23:00,1.65,u16174,United Kingdom,16.5
559554,22720,24,2011-07-11 10:12:00,4.95,u14258,United Kingdom,118.80000000000001
559554,47566,50,2011-07-11 10:12:00,4.15,u14258,United Kingdom,207.50000000000003
559629,84879,16,2011-07-11 11:58:00,1.69,u1469,United Kingdom,27.04
559639,22423,6,2011-07-11 12:23:00,12.75,u13767,United Kingdom,76.5
559640,47566,50,2011-07-11 12:30:00,4.15,u15812,United Kingdom,207.50000000000003
559640,85123A,32,2011-07-11 12:30:00,2.55,u15812,United Kingdom,81.6
559641,47566,2,2011-07-11 12:31:00,4.95,u13184,United Kingdom,9.9
559652,22720,3,2011-07-11 12:47:00,4.95,u17164,United Kingdom,14.850000000000001
559652,21212,24,2011-07-11 12:47:00,0.55,u17164,United Kingdom,13.200000000000001
559653,84879,4,2011-07-11 12:49:00,1.69,u14552,United Kingdom,6.76
559653,85123A,3,2011-07-11 12:49:00,2.95,u14552,United Kingdom,8.850000000000001
559653,20727,2,2011-07-11 12:49:00,1.65,u14552,United Kingdom,3.3
559654,20727,20,2011-07-11 12:54:00,1.65,u13098,United Kingdom,33.0
559654,20725,24,2011-07-11 12:54:00,1.65,u13098,United Kingdom,39.599999999999994
559662,22720,6,2011-07-11 13:32:00,4.95,u16572,United Kingdom,29.700000000000003
559662,85123A,12,2011-07-11 13:32:00,2.95,u16572,United Kingdom,35.400000000000006
559671,85099B,2,2011-07-11 13:55:00,2.08,u17811,United Kingdom,4.16
559672,21212,2,2011-07-11 14:04:00,0.55,u14796,United Kingdom,1.1
559672,22720,1,2011-07-11 14:04:00,4.95,u14796,United Kingdom,4.95
559673,20725,10,2011-07-11 14:10:00,1.65,u13224,United Kingdom,16.5
559673,84879,32,2011-07-11 14:10:00,1.69,u13224,United Kingdom,54.08
559676,47566,12,2011-07-11 14:40:00,4.95,u1734,United Kingdom,59.400000000000006
559679,22720,3,2011-07-11 14:46:00,4.95,u15265,United Kingdom,14.850000000000001
559679,22423,5,2011-07-11 14:46:00,12.75,u15265,United Kingdom,63.75
559679,84879,24,2011-07-11 14:46:00,1.69,u15265,United Kingdom,40.56
559684,47566,8,2011-07-11 15:05:00,4.95,u14367,United Kingdom,39.6
559684,85099B,20,2011-07-11 15:05:00,2.08,u14367,United Kingdom,41.6
559691,85123A,32,2011-07-11 15:52:00,2.55,u13089,United Kingdom,81.6
559691,84879,40,2011-07-11 15:52:00,1.69,u13089,United Kingdom,67.6
559691,47566,12,2011-07-11 15:52:00,4.95,u13089,United Kingdom,59.400000000000006
559693,20725,1,2011-07-11 16:21:00,4.13,,United Kingdom,4.13
559693,22197,2,2011-07-11 16:21:00,1.63,,United Kingdom,3.26
559693,20727,5,2011-07-11 16:21:00,1.65,,United Kingdom,8.25
559696,20727,3,2011-07-11 16:59:00,1.65,u15577,United Kingdom,4.949999999999999
559697,84879,3,2011-07-11 17:03:00,1.69,u15577,United Kingdom,5.07
559697,22423,1,2011-07-11 17:03:00,12.75,u15577,United Kingdom,12.75
559697,21212,1,2011-07-11 17:03:00,0.55,u15577,United Kingdom,0.55
559698,22197,8,2011-07-11 17:07:00,0.85,u17589,United Kingdom,6.8
559698,20727,20,2011-07-11 17:07:00,1.65,u17589,United Kingdom,33.0
559700,85123A,128,2011-07-12 09:04:00,3.24,u1745,United Kingdom,414.72
